Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
1.0233527686736028,1.174080034606209,1.0047017215673872,0.8020304203445296,0.8168343305248956,0.8694458420449176,1.0501606984111518,1.0091713271862905,-0.8920055527109656,-2.3220226991835196,-1.9028942645540916,-0.8993791968715511,-0.7634507665649609,-1.0519524221896148,-0.9068757503310252,-2.406655121635493,2
1.7340360085995299,1.6649367558602108,0.9141238995921304,2.1978792404786676,-0.5516249280771301,-0.3730225559277336,1.7296833155539018,1.5865912991293905,1.5814368791403375,-0.7937235249555815,-1.7739718493521488,0.47013900366879124,-1.6980989417705827,-0.5734062998291984,0.4435664651216864,-0.3003617037408746,0
0.7885611776224368,0.9304446638425196,1.2547075864775752,0.008842247806901826,2.211105135089296,1.5222188629491527,0.7728045281488048,0.8063228227559652,0.6933372828532512,0.5040411432890565,-1.6078449492006133,-1.8583724568613786,-0.1199885228250305,-1.404496260400236,-1.766862581513767,-0.7503371238816648,4
-0.46926227707862767,-0.4669044259190646,-0.38398092213580975,-0.46370179304005166,-0.04876734076885962,0.19503453898599962,-0.4760253890399348,-0.4233874565633238,0.8711839262807669,0.8988795795472537,0.47052502567956866,-0.03833450394396409,0.3505980234247207,0.03437593208300186,-0.07461722793708452,0.6816286635910606,6
2.169320215897142,1.696962353890016,1.7533842060266849,1.6835951650231802,0.9628270297673296,0.9574968477127221,2.1258767362956963,1.9173227770597474,0.8111281279306694,1.341908846427433,-0.6150411244507996,-0.9604898213186324,-1.4089332677177802,-1.3084833287785058,-0.9637818834121124,-0.32065625940266607,2
-0.5220095412682665,-0.5456533857182801,-0.44696915776505314,-0.502459964686731,-0.11930207079132522,0.12518145805491787,-0.52947098814105,-0.4818775517841952,1.2533909449895924,1.0668353644347803,0.70900704158603,0.034691874636145634,0.39293372407731847,0.12020769998850346,-0.001415951949077197,0.7911278038008333,3
0.8517518699983659,0.8405152635701689,0.9920734595364455,0.4519811299986058,1.1964565497760293,1.086844748579278,0.8453118715357405,0.8615785685265483,0.28496314207586887,-0.2840505873109397,-0.8976413280067906,-1.1559731012529508,-0.5195486993939007,-1.1240448084845776,-1.1438917566144362,-0.9699452751527088,2
-0.5705688317182254,-0.6975531631808927,-0.8269767214797626,0.02498588156843291,-1.3232463779862225,-1.724925747931147,-0.5791250141280919,-0.5363651269743842,0.8112917046777354,1.289967188613556,1.6110178431299753,1.4568453524013905,-0.17002100377325266,1.2568809028958337,1.5057015405026073,1.0143741908075246,5
-1.2954593749635728,-1.2929736732528558,-1.2126467439816173,-1.5110503279236362,-0.4066965776777796,-0.19113620908380868,-1.2858119153620793,-1.4412935345760196,0.9772057104656197,-0.5959463913800316,0.2866208425958572,0.31745182029862656,1.8432685835001754,1.126552296661326,0.28587983540104234,-0.00488032749946625,3
0.6340832601866505,0.47643533662775966,0.44615410308379794,0.7913237293493084,-0.008078449657205606,0.234084602751484,0.6222323300981412,0.6690719539196842,-0.2990687160293023,0.2985567478517302,0.24409526697630174,-0.10118340905450246,-0.8037925716411956,-0.5390509754878734,-0.13728911525054904,-0.37385917159421167,2
-1.2130252083154438,-1.2428122072094694,-1.1298942536737824,-1.3842963031808593,-0.39334018418745736,-0.17519109511849537,-1.208889726568346,-1.327853301280399,-0.24290672320248796,0.375225604124877,0.7109124371267623,0.31276530427671145,1.617950690063568,1.0064063290126795,0.28106815690634035,0.43529628798615927,3
0.15188314453946028,0.49822584082812016,0.6248177009227167,-0.31675944595595623,1.58604126762208,1.2754572293868829,0.23679035640584223,0.2185370093101338,0.18937249969108017,-2.3220226991835196,-2.0998356671219716,-1.5550395581900318,0.34363424860557173,-1.1082240574009554,-1.5024740108174814,-2.406655121635493,4
-0.3146783349912039,-0.24103523453734615,-0.20403599913458914,-0.3508567163024592,0.1449378630608487,0.37333302278307473,-0.31906464998884637,-0.2559162491968017,-1.3358776248238002,0.41181625099746405,-0.1571129450911373,-0.23249053732003072,0.2297268210139322,-0.18792021486043342,-0.26724857364205346,0.4062263451875487,6
-0.17424868389738166,-0.19647719189594218,-0.23152870662209785,0.044302941711485085,-0.33889791399956654,-0.11153352407266938,-0.18049044357312694,-0.10850458910060003,-0.909764258822587,0.4740052516881057,0.40544097788692923,0.2437909176484515,-0.16801118885991348,0.03752324058084168,0.21044654878293573,-0.05245084581054443,6
1.0896711882728372,0.9623910428798375,1.0228213041225196,0.8392085298484149,0.8037352705809984,0.8612505827848509,1.0674045651765263,1.0652874747928065,-1.3288191233218565,0.7741478449463035,-0.6097620158949003,-0.8349577223820607,-0.8378980840728534,-1.0392166080284895,-0.8465763793513671,-0.5076069070157754,2
0.6045023823797978,0.8117693318293653,0.6775200155141949,0.37994059882830467,0.7826150981873495,0.8479306684534715,0.6130910031381838,0.6424252592406828,-0.12102994419353733,-1.4168691714692392,-1.7470745115854172,-0.8037833631478957,-0.4786689364711371,-0.8914428545606147,-0.8172824532719513,0.1690362692674126,0
-0.8825993814872845,-0.9004699718057614,-0.8543541662480483,-0.835996629429109,-0.505005664283302,-0.31268119303673914,-0.8821392271075923,-0.9027477826463361,-0.07898183192959018,0.47806571505649104,0.7800555729791298,0.44623346685897136,0.8008445264356014,0.7319351329516798,0.41876010705065686,0.9541650882249896,3
1.088080818498275,0.8402617627942074,0.7494331520778479,1.2032119222279303,0.04576723457324862,0.2844214340805301,1.068599170404248,1.063947599327298,0.7864081002072486,0.5673385687889825,0.052236067872014284,-0.12730630746018948,-1.1214309466653722,-0.6991560237617005,-0.16324929123700857,0.8678338816620096,0
-1.260683289226484,-1.377516182036024,-1.4214502654561998,-1.023746900895621,-1.4331642435299916,-1.9956267231139928,-1.2577127228317553,-1.3930303155901418,0.6210313090176434,0.6953095335736684,1.542882323385134,1.602621456860272,1.0625266175216455,2.331029437897406,1.6689535433335292,0.6928051068093334,3
-0.29257219512479243,-0.07237799953044424,0.39772057057735055,-1.089198207945752,2.2397930289776737,1.5833865445999944,-0.29709430167031214,-0.23242386735285744,1.1508303727990778,0.40364045649676844,-1.1424013139259344,-1.9535817070695436,1.1669720268281774,-1.1428202436373534,-1.8483927072656197,0.2411950507778197,4
-0.6542222818601852,-0.7557632788610575,-0.9417828571023438,0.005886881402892792,-1.500831222283047,-2.168724016940928,-0.6595790792472633,-0.6317382557193524,0.29979129424579504,0.9871598626342801,1.4489586031982122,1.704604225074199,-0.14929793039446243,1.5625824349006536,1.784131318062017,0.9006068356403998,5
0.010340234603444689,0.26869145072729095,0.5306285953322014,-0.6098197658642073,1.849830414131759,1.3870005385040236,0.007841667545088415,0.07906431701397082,-0.05960670553027915,-0.10037913614708026,-1.5355553511933713,-1.613218448821057,0.5440072528833948,-1.0892080068722234,-1.5537304804209946,-0.32004614542979815,4
0.3323901139522442,0.5388863090391154,0.6570457521830237,-0.13837174395020393,1.394762194763088,1.1867264925146568,0.3293462918754119,0.3914045539927906,0.21898584457451328,-0.2724777941700428,-1.4938417618995683,-1.2740870223017544,0.0005450264903210571,-1.0333790767527404,-1.251296143929716,0.5958686445687398,4
